cohort_id,element_or_analyte,medium,sample_type,grain_fraction,measurement_basis,method_family,digestion_or_extraction,unit_layer,comparability_tier,n_quantified_records,n_censored_records,n_not_normalized_records,quantified_fraction,n_quantified_samples,n_sources,source_ids,dominant_source_id,dominant_source_share,n_with_coordinates,n_with_geology_match,workflow_band_high,workflow_band_medium,workflow_band_low,bbox_west,bbox_south,bbox_east,bbox_north,sampled_at_min,sampled_at_max
cohort-ba02dd1e8f41,Cu,sediment,sediment_clay_fraction_bulk,clay fraction,clay_fraction_bulk_sediment_analysis,other_x_ray_diffraction_xrd_per_publisher_parameter_labels,"clay fraction, bulk analysis",mg/kg,single_lineage_ready,49,0,0,1.0,49,1,pangaea-east-china-sea-clay,pangaea-east-china-sea-clay,1.0,49,11,0,49,0,117.71,24.188,126.912,31.87,,
cohort-65e22fa1e444,Cu,sediment,sediment_clay_fraction_leach_residue,clay fraction,clay_fraction_leach_residue_sediment_analysis,other_x_ray_diffraction_xrd_per_publisher_parameter_labels,"clay fraction, post-leach residue",mg/kg,single_lineage_ready,49,0,0,1.0,49,1,pangaea-east-china-sea-clay,pangaea-east-china-sea-clay,1.0,49,11,0,49,0,117.71,24.188,126.912,31.87,,
cohort-65503801af3f,Cu,sediment,sediment_floodplain,<2 mm; pulverized <0.063 mm,aqua_regia_leachable_<2mm_floodplain_sediment,icp_oes,hot aqua regia leach at 95 C,mg/kg,single_lineage_ready,374,0,0,1.0,374,1,foregs-floodplain-sediment,foregs-floodplain-sediment,1.0,374,348,0,374,0,-15.45288278,27.82639699,26.487047148,49.31,,
cohort-a202d45b9857,Cu,sediment,sediment_floodplain,<2 mm; pulverized <0.063 mm,total_selected_<2mm_floodplain_sediment,xrf,pressed powder pellet,mg/kg,single_lineage_ready,372,0,0,1.0,372,1,foregs-floodplain-sediment,foregs-floodplain-sediment,1.0,372,346,0,372,0,-15.45288278,27.82639699,26.487047148,49.31,,
cohort-2a252448480c,Cu,sediment,sediment_marine,,dry_weight_partial_nitric_acid,icp_oes,Metoden anvendes på analyseløsninger fremstilt ved ekstraksjon med 7 M HNO3 i autoklav i samsvar med Norsk Standard - NS 4770,mg/kg,single_lineage_ready,401,0,0,1.0,401,1,norway-marchem,norway-marchem,1.0,401,0,0,401,0,5.5623,64.0723,36.6777,78.252,2015,2017
cohort-4133b96d86f3,Cu,sediment,sediment_marine,,dry_weight_partial_nitric_acid,icp_oes,Prøveframstilling følger prosedyre i LABdok_P03: Framstilling av analyseløsninger etter partiell oppslutning i salpetersyre iht. NS-4770.,mg/kg,single_lineage_ready,461,18,0,0.9624,461,1,norway-marchem,norway-marchem,1.0,461,0,0,479,0,1.588881,56.732085,34.038155,81.548998,2019,2024
cohort-4518af71de29,Cu,sediment,sediment_marine_core,bulk sediment,bulk_marine_sediment_geochemical_analysis,other_geochemical_analysis_on_bulk_sediment,not reported in publisher table,mg/kg,single_lineage_ready,27,0,0,1.0,26,1,pangaea-arabian-sea-sediment,pangaea-arabian-sea-sediment,1.0,27,0,0,27,0,57.3555,10.0345,68.3668,19.5163,,
cohort-94ab16444926,Cu,sediment,sediment_marine_surface,bulk sediment,bulk_marine_surface_sediment_geochemical_analysis,icp_ms,not reported in publisher table,mg/kg,single_lineage_ready,44,0,0,1.0,44,1,pangaea-south-china-sea-sediment,pangaea-south-china-sea-sediment,1.0,44,0,0,44,0,105.2847,4.0725,120.155,20.6,,
cohort-692d22c3028b,Cu,sediment,sediment_outlet_bottom,<75 µm,ICP-MS reported concentration in <75 µm catchment-outlet sediment; BOS,icp_ms,publisher classifies ICP-MS in the total analytical suite; digestion chemistry is not stated in the CSV,mg/kg,single_lineage_ready,1059,8,0,0.9925,1059,1,australia-ngsa,australia-ngsa,1.0,1059,1036,0,1067,0,113.8452,-43.3302,153.3335,-11.1039,1/03/2008,9/12/2007
cohort-4a97743edc51,Cu,sediment,sediment_outlet_top,<75 µm,ICP-MS reported concentration in <75 µm catchment-outlet sediment; TOS,icp_ms,publisher classifies ICP-MS in the total analytical suite; digestion chemistry is not stated in the CSV,mg/kg,single_lineage_ready,1060,4,0,0.9962,1060,1,australia-ngsa,australia-ngsa,1.0,1060,1039,0,1064,0,113.8452,-43.3302,153.3335,-11.1039,1/03/2008,9/12/2007
cohort-e8f50a3fbce1,Cu,sediment,sediment_stream,<180 µm fine stream sediment,river_sediment_<180um_national_geochemical_map,,,mg/kg,single_lineage_ready,3024,0,0,1.0,3024,1,japan-gsj-geochemical-map,japan-gsj-geochemical-map,1.0,3024,2622,0,3024,0,127.6799,26.1292,145.7221,45.4518,,
cohort-cab77f7c59cf,Cu,sediment,sediment_stream,wet sieved <150 micrometres,aqua_regia_leachable_<150um_stream_sediment,icp_oes,hot aqua regia leach at 95 C,mg/kg,single_lineage_ready,456,0,0,1.0,456,1,foregs-stream-sediment,foregs-stream-sediment,1.0,456,446,0,456,0,-15.5555631,27.92424718,26.334653006,50.85749,,
cohort-bc4def306c1c,Cu,sediment,sediment_stream,wet sieved <150 micrometres,total_selected_<150um_stream_sediment,xrf,pressed powder pellet,mg/kg,single_lineage_ready,456,0,0,1.0,456,1,foregs-stream-sediment,foregs-stream-sediment,1.0,456,446,0,456,0,-15.5555631,27.92424718,26.334653006,50.86,,
cohort-bb71b342eace,Cu,soil,soil_a_horizon,<2 mm,near-total concentration in <2 mm soil fraction,icp_oes,near-total HCl-HNO3-HClO4-HF digestion,mg/kg,single_lineage_ready,660,1,0,0.9985,660,1,usgs-conus-soil,usgs-conus-soil,1.0,660,657,0,661,0,-124.132,30.4554,-85.0352,41.9863,02/17/09,10/01/08
cohort-50cde350cb7e,Cu,soil,soil_agricultural_ploughed,<2 mm,modified_aqua_regia_extractable_dry_soil_<2mm,icp_ms,15 g soil; 90 mL aqua regia; 95 C for one hour; diluted to 300 mL with 5% HCl,mg/kg,single_lineage_ready,2108,0,0,1.0,2108,1,gemas-europe,gemas-europe,1.0,2108,1991,0,2108,0,-16.3444,28.4742,35.1536,70.5883,,
cohort-4753fd5e5146,Cu,soil,soil_agricultural_ploughed,<63 um,xrf_total_fused_bead_dry_soil_milled_<63um,xrf,fused bead preparation after milling,mg/kg,single_lineage_ready,2108,0,0,1.0,2108,1,gemas-europe,gemas-europe,1.0,2108,1991,0,2108,0,-16.3444,28.4742,35.1536,70.5883,,
cohort-ef4c96eecd7c,Cu,soil,soil_c_horizon,<2 mm,near-total concentration in <2 mm soil fraction,icp_oes,near-total HCl-HNO3-HClO4-HF digestion,mg/kg,single_lineage_ready,661,0,0,1.0,661,1,usgs-conus-soil,usgs-conus-soil,1.0,661,658,0,661,0,-124.132,30.4554,-85.0352,41.9863,02/17/09,10/02/08
cohort-96cc2d21e62d,Cu,soil,soil_c_horizon,fraction < 2 mm,aqua_regia_extractable_c_horizon_soil_analysis,icp_oes,aqua regia digestion; fraction < 2 mm,mg/kg,single_lineage_ready,604,0,0,1.0,604,1,pangaea-barents-c-horizon-soil,pangaea-barents-c-horizon-soil,1.0,604,589,0,604,0,24.0498,66.393,35.4177,71.0493,,
cohort-73839242481c,Cu,soil,soil_grazing_land,<2 mm,modified_aqua_regia_extractable_dry_soil_<2mm,icp_ms,15 g soil; 90 mL aqua regia; 95 C for one hour; diluted to 300 mL with 5% HCl,mg/kg,single_lineage_ready,116,0,0,1.0,116,1,gemas-europe,gemas-europe,1.0,116,111,0,116,0,-9.5724,35.3114,31.9145,69.4542,,
cohort-38a8ca198d7c,Cu,soil,soil_grazing_land,<63 um,xrf_total_fused_bead_dry_soil_milled_<63um,xrf,fused bead preparation after milling,mg/kg,single_lineage_ready,116,0,0,1.0,116,1,gemas-europe,gemas-europe,1.0,116,111,0,116,0,-9.5724,35.3114,31.9145,69.4542,,
cohort-486b564e757a,Cu,soil,soil_ground_particles_from_thawed_ice,,certified_acid_digest_soil_and_soil_inclusions,icp_ms,certified NSAM 499-AES/MS (2015) laboratory method; exact digestion reagent not reported in table,mg/kg,insufficient_background,1,0,0,1.0,1,1,pangaea-batagay-soil,pangaea-batagay-soil,1.0,1,1,0,1,0,134.771944,67.580278,134.771944,67.580278,,
cohort-9f013b8cea1a,Cu,soil,soil_humus,source humus material,mild_nitric_acid_leachable_humus,icp_ms,4.5% HNO3 ultrasonic extraction for 90 minutes,mg/kg,single_lineage_ready,367,0,0,1.0,367,1,foregs-humus,foregs-humus,1.0,367,363,0,367,0,-8.75,44.18,31.22,70.16,,
cohort-611c8b3a9a4f,Cu,soil,soil_inclusion_in_ice_wedge,,certified_acid_digest_soil_and_soil_inclusions,icp_ms,certified NSAM 499-AES/MS (2015) laboratory method; exact digestion reagent not reported in table,mg/kg,exploratory_only,11,0,0,1.0,11,1,pangaea-batagay-soil,pangaea-batagay-soil,1.0,11,11,0,11,0,134.771944,67.580278,134.771944,67.580278,,
cohort-2068bab918d1,Cu,soil,soil_organic_litter,,icpo_method_specific_total_or_extractable_soil,icp_oes,dry ashing of milled organic sample,mg/kg,single_lineage_ready,28,0,0,1.0,28,1,pangaea-brasol-ne-brazil-soil,pangaea-brasol-ne-brazil-soil,1.0,28,26,28,0,0,-37.493361,-7.291667,-34.852917,-7.036667,,
cohort-4c32d5f11d4e,Cu,soil,soil_profile,,certified_acid_digest_soil_and_soil_inclusions,icp_ms,certified NSAM 499-AES/MS (2015) laboratory method; exact digestion reagent not reported in table,mg/kg,exploratory_only,19,0,0,1.0,19,1,pangaea-batagay-soil,pangaea-batagay-soil,1.0,19,19,0,19,0,134.771944,67.580278,134.771944,67.580278,,
cohort-eb97237d00d4,Cu,soil,soil_subsoil,,ppp_method_specific_total_or_extractable_soil,xrf,pressed powder pellet; no wet digestion,mg/kg,single_lineage_ready,74,26,0,0.74,74,1,pangaea-brasol-ne-brazil-soil,pangaea-brasol-ne-brazil-soil,1.0,74,73,100,0,0,-49.067694,-12.436139,-34.952,-3.019861,,
cohort-028c440752a6,Cu,soil,soil_subsoil,<2 mm,aqua_regia_leachable_<2mm_subsoil,icp_oes,hot aqua regia leach at 95 C,mg/kg,single_lineage_ready,419,0,0,1.0,419,1,foregs-subsoil,foregs-subsoil,1.0,419,410,0,419,0,-8.62,35.04,26.32,51.0,,
cohort-b47e37a7bdc5,Cu,soil,soil_subsoil,<2 mm,total_selected_<2mm_subsoil,icp_ms,cold HNO3-HF dissolution for selected elements,mg/kg,single_lineage_ready,419,0,0,1.0,419,1,foregs-subsoil,foregs-subsoil,1.0,419,408,0,419,0,-8.62,35.04,26.32,52.49,,
cohort-803517b7275a,Cu,soil,soil_subsoil,mineral soil,gemas_protocol_multi_acid_digest_dry_mineral_soil,icp_ms,GEMAS protocol multi-acid digestion,mg/kg,single_lineage_ready,83,0,0,1.0,83,1,pangaea-amazonas-soil,pangaea-amazonas-soil,1.0,83,83,0,83,0,-67.1983,-9.75042,-50.97,-2.53317,2016-03-01,2017-02-27
cohort-ea530174f4d8,Cu,soil,soil_surface,<20 µm fine silt-clay fraction,deflatable_soil_fraction_total_acid_digest,icp_ms,HF-HNO3 acid digestion,mg/kg,single_lineage_ready,43,0,0,1.0,43,1,pangaea-north-africa-soil,pangaea-north-africa-soil,1.0,43,43,0,43,0,-13.26,15.67,32.5,33.83,,
cohort-bf266764f682,Cu,soil,soil_topsoil,,icpms_method_specific_total_or_extractable_soil,icp_ms,full digestion with HF and HNO3 in Walner equipment,mg/kg,single_lineage_ready,36,0,0,1.0,36,1,pangaea-brasol-ne-brazil-soil,pangaea-brasol-ne-brazil-soil,1.0,36,34,36,0,0,-48.316917,-12.418917,-34.852917,-5.838889,,
cohort-1dbae9233c77,Cu,soil,soil_topsoil,,ppp_method_specific_total_or_extractable_soil,xrf,pressed powder pellet; no wet digestion,mg/kg,single_lineage_ready,88,13,0,0.8713,88,1,pangaea-brasol-ne-brazil-soil,pangaea-brasol-ne-brazil-soil,1.0,88,85,101,0,0,-49.067694,-12.499917,-34.932111,-2.40975,,
cohort-6ceb67726261,Cu,soil,soil_topsoil,<2 mm,aqua_regia_leachable_<2mm_topsoil,icp_oes,hot aqua regia leach at 95 C,mg/kg,single_lineage_ready,446,0,0,1.0,444,1,foregs-topsoil,foregs-topsoil,1.0,446,435,0,446,0,-15.57,27.96,26.32,50.86,,
cohort-ca015462671a,Cu,soil,soil_topsoil,<2 mm,near-total concentration in <2 mm soil fraction,icp_oes,near-total HCl-HNO3-HClO4-HF digestion,mg/kg,single_lineage_ready,661,0,0,1.0,661,1,usgs-conus-soil,usgs-conus-soil,1.0,661,658,0,661,0,-124.132,30.4554,-85.0352,41.9863,02/16/09,10/01/08
cohort-4b4f2a35089e,Cu,soil,soil_topsoil,<2 mm,total_selected_<2mm_topsoil,icp_ms,cold HNO3-HF dissolution for selected elements,mg/kg,single_lineage_ready,446,0,0,1.0,446,1,foregs-topsoil,foregs-topsoil,1.0,446,435,0,446,0,-15.5660882,27.96442015,26.319878791,50.8575,,
cohort-c79f861e4692,Cu,soil,soil_topsoil,mineral soil,gemas_protocol_multi_acid_digest_dry_mineral_soil,icp_ms,GEMAS protocol multi-acid digestion,mg/kg,single_lineage_ready,83,0,0,1.0,83,1,pangaea-amazonas-soil,pangaea-amazonas-soil,1.0,83,83,0,83,0,-67.1983,-9.75042,-50.97,-2.53317,2016-03-01,2017-02-27
cohort-a5b734f7ab40,Cu,water,water_river,,freshwater_dissolved_operational_fraction_mg_per_l,aas,GEMStat dissolved operational fraction,ug/L,single_lineage_ready,43,5,0,0.8958,43,1,gemstat-open-archive,gemstat-open-archive,1.0,43,0,0,48,0,-91.43916667,38.71,-91.43916667,38.71,1979-02-15T12:00,1991-05-06T11:00
cohort-ab91c539789f,Cu,water,water_river,,freshwater_dissolved_operational_fraction_ug_per_l,icp_ms,GEMStat dissolved operational fraction,ug/L,single_lineage_ready,48,0,0,1.0,48,1,gemstat-open-archive,gemstat-open-archive,1.0,48,0,0,48,0,-117.6,49.02,-117.6,49.02,2013-06-12T11:15,2014-06-24T10:10
cohort-58396c7e07bb,Cu,water,water_river,,freshwater_extractable_operational_fraction_ug_per_l,other_extractable_metals_by_inductively_coupled_argon_plasma_mass_spectrometry_with_pneumatic_nebulization,GEMStat extractable operational fraction,ug/L,single_lineage_ready,50,0,0,1.0,50,1,gemstat-open-archive,gemstat-open-archive,1.0,50,0,0,50,0,-139.78,51.21,-117.7,67.58,2000-02-21T11:46,2003-02-10T11:35
cohort-9159497b9c3b,Cu,water,water_river,,freshwater_total_operational_fraction_mg_per_l,aas,GEMStat total operational fraction,ug/L,single_lineage_ready,47,1,0,0.9792,47,1,gemstat-open-archive,gemstat-open-archive,1.0,47,0,0,48,0,-91.43916667,38.71,-77.11722222,38.92944444,1979-02-15T12:00,1982-07-22T10:30
cohort-2d696c89081c,Cu,water,water_river,,freshwater_total_operational_fraction_mg_per_l,other_inductively_coupled_plasma_icp_method_total_metals_after_rigorous_digestion,GEMStat total operational fraction,ug/L,single_lineage_ready,102,26,0,0.7969,102,1,gemstat-open-archive,gemstat-open-archive,1.0,102,0,0,128,0,-137.97,51.21,-117.7,60.12,2000-01-10T16:00,2003-02-24T11:10
cohort-4900819858a4,Cu,water,water_river,,freshwater_total_operational_fraction_mg_per_l,other_inductively_coupled_plasma_sector_field_mass_spectrometry_with_closed_vessel_digestion,GEMStat total operational fraction,ug/L,single_lineage_ready,44,0,0,1.0,44,1,gemstat-open-archive,gemstat-open-archive,1.0,44,0,0,44,0,-137.97,51.21,-117.7,60.12,2003-03-24T07:15,2004-06-14T08:35
cohort-02b90b16f580,Cu,water,water_river,,freshwater_total_operational_fraction_mg_per_l,other_total_metals_by_inductively_coupled_argon_plasma_emission_spectrometry_with_external_nebulizer,GEMStat total operational fraction,ug/L,single_lineage_ready,133,14,0,0.9048,133,1,gemstat-open-archive,gemstat-open-archive,1.0,133,0,0,147,0,-139.78,51.21,-117.7,67.58,2000-01-10T16:00,2003-02-24T11:10
cohort-1015e1deb364,Cu,water,water_river,,freshwater_total_operational_fraction_ug_per_l,icp_ms,GEMStat total operational fraction,ug/L,single_lineage_ready,276,1,0,0.9964,276,1,gemstat-open-archive,gemstat-open-archive,1.0,276,0,0,277,0,-139.78,51.21,-117.7,67.58,2010-03-08T10:15,2019-07-16T09:35
cohort-a37a22e3e448,Cu,water,water_river,,freshwater_total_operational_fraction_ug_per_l,other_total_metals_with_in_bottle_digestion_and_inductively_coupled_plasma_sector_field_mass_spectrometer,GEMStat total operational fraction,ug/L,single_lineage_ready,292,1,0,0.9966,292,1,gemstat-open-archive,gemstat-open-archive,1.0,292,0,0,293,0,-139.78,51.21,-117.7,67.58,2003-03-24T07:15,2013-05-21T11:05
cohort-001cde72840f,Cu,water,water_seawater,,dissolved_seawater_molar_per_mass,,dissolved_fraction; multiple linked BODC method records unresolved to observation,nmol/kg,single_lineage_ready,1723,0,0,1.0,1719,1,geotraces-idp2025,geotraces-idp2025,1.0,1723,0,0,1723,0,-178.503006,-77.7015,177.524002,55.77,2005-01-10T10:55:59,2014-11-21T03:23:59
cohort-08b5f8681cdb,Cu,water,water_seawater,,dissolved_seawater_molar_per_mass,other_bodc_originator_and_methods_record_326861,dissolved_fraction; linked BODC cruise-analyte method record,nmol/kg,single_lineage_ready,47,0,0,1.0,47,1,geotraces-idp2025,geotraces-idp2025,1.0,47,0,0,47,0,-64.171906,29.7001,-56.816895,31.749399,2011-11-20T17:06:54,2011-11-24T02:19:32
cohort-d1366f643e20,Cu,water,water_seawater,,dissolved_seawater_molar_per_mass,other_bodc_originator_and_methods_record_484452,dissolved_fraction; linked BODC cruise-analyte method record,nmol/kg,single_lineage_ready,469,0,0,1.0,463,1,geotraces-idp2025,geotraces-idp2025,1.0,469,0,0,469,0,-54.005707,-40.2607,18.128401,-34.043701,2011-12-27T18:58:00,2012-01-26T09:16:49
cohort-3da54ba1c0db,Cu,water,water_seawater,,dissolved_seawater_molar_per_mass,other_bodc_originator_and_methods_record_579050,dissolved_fraction; linked BODC cruise-analyte method record,nmol/kg,single_lineage_ready,567,0,0,1.0,567,1,geotraces-idp2025,geotraces-idp2025,1.0,567,0,0,567,0,-155.748001,70.999702,179.886993,89.930099,2015-08-20T03:27:23,2015-10-09T04:41:00
cohort-a25a4b273f02,Cu,water,water_seawater,,dissolved_seawater_molar_per_mass,other_bodc_originator_and_methods_record_585056,dissolved_fraction; linked BODC cruise-analyte method record,nmol/kg,single_lineage_ready,386,0,0,1.0,385,1,geotraces-idp2025,geotraces-idp2025,1.0,386,0,0,386,0,-169.998993,44.000099,175.001999,59.5546,2017-06-28T00:53:51,2017-08-02T23:15:23
cohort-c2459e721e02,Cu,water,water_seawater,,dissolved_seawater_molar_per_mass,other_bodc_originator_and_methods_record_588409,dissolved_fraction; linked BODC cruise-analyte method record,nmol/kg,exploratory_only,19,0,0,1.0,19,1,geotraces-idp2025,geotraces-idp2025,1.0,19,0,0,19,0,-179.072998,60.196999,-147.841003,78.171799,2015-08-12T23:26:39,2015-10-07T19:35:38
cohort-90035708d4b5,Cu,water,water_seawater,,dissolved_seawater_molar_per_mass,other_bodc_originator_and_methods_record_591363,dissolved_fraction; linked BODC cruise-analyte method record,nmol/kg,single_lineage_ready,512,0,0,1.0,508,1,geotraces-idp2025,geotraces-idp2025,1.0,512,0,0,512,0,-89.00119,-18.0005,-71.514801,-10.6812,2017-03-15T20:29:59,2017-04-07T15:25:29
cohort-6cce8290d0f1,Cu,water,water_seawater,,dissolved_seawater_molar_per_mass,other_bodc_originator_and_methods_record_668909,dissolved_fraction; linked BODC cruise-analyte method record,nmol/kg,single_lineage_ready,450,0,0,1.0,450,1,geotraces-idp2025,geotraces-idp2025,1.0,450,0,0,450,0,-19.516907,76.801399,8.32663,80.853203,2016-07-22T23:26:24,2016-09-01T12:34:19
cohort-2e4412b66c5c,Cu,water,water_seawater,,dissolved_seawater_molar_per_mass,other_bodc_originator_and_methods_record_672087,dissolved_fraction; linked BODC cruise-analyte method record,nmol/kg,single_lineage_ready,366,0,0,1.0,366,1,geotraces-idp2025,geotraces-idp2025,1.0,366,0,0,366,0,121.234001,11.006,154.886002,21.0366,2019-04-28T08:35:48,2019-06-08T22:30:04
cohort-11d4615529dd,Cu,water,water_seawater,,dissolved_seawater_molar_per_mass,other_bodc_originator_and_methods_record_675923,dissolved_fraction; linked BODC cruise-analyte method record,nmol/kg,single_lineage_ready,229,0,0,1.0,229,1,geotraces-idp2025,geotraces-idp2025,1.0,229,0,0,229,0,-155.735992,-74.1763,-112.134995,-50.999802,2017-12-27T08:58:14,2018-02-02T14:10:02
cohort-3b4fa90296cc,Cu,water,water_seawater,,dissolved_seawater_molar_per_mass,other_bodc_originator_and_methods_record_676007,dissolved_fraction; linked BODC cruise-analyte method record,nmol/kg,single_lineage_ready,291,0,0,1.0,291,1,geotraces-idp2025,geotraces-idp2025,1.0,291,0,0,291,0,-54.524597,-70.175102,0.09967,-59.084,2018-12-27T00:05:58,2019-02-01T02:45:59
cohort-b7e2f7f596ff,Cu,water,water_seawater,,dissolved_seawater_molar_per_mass,other_bodc_originator_and_methods_record_682902,dissolved_fraction; linked BODC cruise-analyte method record,nmol/kg,single_lineage_ready,874,0,0,1.0,864,1,geotraces-idp2025,geotraces-idp2025,1.0,874,0,0,874,0,-0.000946,-29.549,16.2631,-2.998,2015-11-22T12:10:00,2015-12-24T20:21:59
cohort-c8694c98d29c,Cu,water,water_seawater,,dissolved_seawater_molar_per_mass,other_bodc_originator_and_methods_record_684582,dissolved_fraction; linked BODC cruise-analyte method record,nmol/kg,single_lineage_ready,80,0,0,1.0,79,1,geotraces-idp2025,geotraces-idp2025,1.0,80,0,0,80,0,-16.713501,18.169201,-16.315002,18.288,2014-06-11T12:35:30,2014-06-25T05:59:30
cohort-27df81bcf83b,Cu,water,water_stream,<0.45 micrometre filtered fraction,dissolved_<0.45um_stream_water,other_icp_qms_for_published_trace_metals,filtered below 0.45 micrometres and acidified to 1% v/v HNO3,ug/L,single_lineage_ready,798,0,0,1.0,798,1,foregs-stream-water,foregs-stream-water,1.0,798,0,0,798,0,-8.74,35.5,31.22,70.16,,
cohort-762587c00672,Hg,sediment,sediment_floodplain,<2 mm; pulverized <0.063 mm,total_Hg_direct_solid_<2mm_floodplain_sediment,aas,direct solid analysis; no wet digestion,mg/kg,single_lineage_ready,374,0,0,1.0,374,1,foregs-floodplain-sediment,foregs-floodplain-sediment,1.0,374,348,0,374,0,-15.45288278,27.82639699,26.487047148,49.31,,
cohort-617474a69cf6,Hg,sediment,sediment_outlet_bottom,<75 µm,total_mercury_dry_weight_<75um_outlet_sediment,other_usepa_method_7473_milestone_tri_cell_dma_80_direct_mercury_analyser,thermal decomposition and direct analysis; no acid digestion,mg/kg,single_lineage_ready,25,0,0,1.0,25,1,australia-ngsa-mercury,australia-ngsa-mercury,1.0,25,25,0,25,0,114.8976,-42.4756,153.0022,-12.6551,,
cohort-ecb8ada5f692,Hg,sediment,sediment_outlet_top,<75 µm,total_mercury_dry_weight_<75um_outlet_sediment,other_usepa_method_7473_milestone_tri_cell_dma_80_direct_mercury_analyser,thermal decomposition and direct analysis; no acid digestion,mg/kg,single_lineage_ready,23,0,0,1.0,23,1,australia-ngsa-mercury,australia-ngsa-mercury,1.0,23,23,0,23,0,114.8976,-41.504,153.0022,-12.6551,,
cohort-e8859bcbca20,Hg,sediment,sediment_stream,<180 µm fine stream sediment,river_sediment_<180um_national_geochemical_map,,,mg/kg,single_lineage_ready,3024,0,0,1.0,3024,1,japan-gsj-geochemical-map,japan-gsj-geochemical-map,1.0,3024,2622,0,3024,0,127.6799,26.1292,145.7221,45.4518,,
cohort-a0f7594f55e3,Hg,sediment,sediment_stream,wet sieved <150 micrometres,total_Hg_direct_solid_<150um_stream_sediment,aas,direct solid analysis; no wet digestion,mg/kg,single_lineage_ready,456,0,0,1.0,456,1,foregs-stream-sediment,foregs-stream-sediment,1.0,456,446,0,456,0,-15.5555631,27.92424718,26.334653006,50.85749,,
cohort-541ab1f22611,Hg,soil,soil_agricultural_ploughed,<2 mm,modified_aqua_regia_extractable_dry_soil_<2mm,icp_ms,15 g soil; 90 mL aqua regia; 95 C for one hour; diluted to 300 mL with 5% HCl,mg/kg,single_lineage_ready,2108,0,0,1.0,2108,1,gemas-europe,gemas-europe,1.0,2108,1991,0,2108,0,-16.3444,28.4742,35.1536,70.5883,,
cohort-8db9cbbaaabd,Hg,soil,soil_grazing_land,<2 mm,modified_aqua_regia_extractable_dry_soil_<2mm,icp_ms,15 g soil; 90 mL aqua regia; 95 C for one hour; diluted to 300 mL with 5% HCl,mg/kg,single_lineage_ready,116,0,0,1.0,116,1,gemas-europe,gemas-europe,1.0,116,111,0,116,0,-9.5724,35.3114,31.9145,69.4542,,
cohort-3e08d2abe702,Hg,soil,soil_humus,source humus material,total_Hg_direct_solid_humus,aas,direct solid analysis; no wet digestion,mg/kg,single_lineage_ready,367,0,0,1.0,367,1,foregs-humus,foregs-humus,1.0,367,363,0,367,0,-8.75,41.87,29.91,68.96,,
cohort-5e6928e8dc7a,Hg,soil,soil_subsoil,<2 mm,total_Hg_direct_solid_<2mm_subsoil,aas,direct solid analysis; no wet digestion,mg/kg,single_lineage_ready,419,0,0,1.0,419,1,foregs-subsoil,foregs-subsoil,1.0,419,408,0,419,0,-8.6201987961374,35.043132637,26.319878791,52.49,,
cohort-8af467b8680c,Hg,soil,soil_subsoil,mineral soil,gemas_protocol_multi_acid_digest_dry_mineral_soil,aas,GEMAS protocol preparation; publisher parameter metadata assigns CV-AAS Hg determination,mg/kg,single_lineage_ready,85,0,0,1.0,85,1,pangaea-amazonas-soil,pangaea-amazonas-soil,1.0,85,85,0,85,0,-67.1983,-9.75042,-50.97,-2.53317,2016-03-01,2017-02-27
cohort-0ccebb12c24a,Hg,soil,soil_topsoil,<2 mm,total_Hg_direct_solid_<2mm_topsoil,aas,direct solid analysis; no wet digestion,mg/kg,single_lineage_ready,446,0,0,1.0,439,1,foregs-topsoil,foregs-topsoil,1.0,446,435,0,446,0,-15.5660882,27.96442015,26.319878791,50.8575,,
cohort-b2bb78f76a7f,Hg,soil,soil_topsoil,mineral soil,gemas_protocol_multi_acid_digest_dry_mineral_soil,aas,GEMAS protocol preparation; publisher parameter metadata assigns CV-AAS Hg determination,mg/kg,single_lineage_ready,87,0,0,1.0,87,1,pangaea-amazonas-soil,pangaea-amazonas-soil,1.0,87,87,0,87,0,-67.1983,-9.75042,-50.97,-2.53317,2016-03-01,2017-02-27
cohort-2424dea9cbde,Hg,water,water_lake,,freshwater_suspended_operational_fraction_ng_per_l,other_low_level_mercury_in_water_is_analyzed_by_atomic_fluorescence_using_a_gold_trap,GEMStat suspended operational fraction,ug/L,single_lineage_ready,28,0,0,1.0,28,1,gemstat-open-archive,gemstat-open-archive,1.0,28,0,0,28,0,-65.3828,44.2828,-65.1914,44.4608,2006-10-23T12:00,2007-05-15T12:00
cohort-46d0db98ef26,Hg,water,water_lake,,freshwater_total_operational_fraction_ng_per_l,other_mercury_by_cold_vapor_atomic_fluorescence_detector_with_concentration_by_an_inline_gold_trap,GEMStat total operational fraction,ug/L,exploratory_only,9,1,0,0.9,9,1,gemstat-open-archive,gemstat-open-archive,1.0,9,0,0,10,0,-65.3828,44.3494,-61.6408,54.3319,2000-04-29T12:35,2003-05-01T12:00
cohort-ae1d4aed1813,Hg,water,water_lake,,freshwater_total_operational_fraction_ug_per_l,aas,GEMStat total operational fraction,ug/L,insufficient_background,0,2,0,0.0,0,0,,,0.0,0,0,0,2,0,,,,,,
